,UniProt,visit_month,NPX
926,P02760,12,343221.7111111111
927,P02760,18,348495.625
928,P02760,24,349095.37572254334
929,P02760,30,470904.0
930,P02760,36,352879.48851351347
931,P02760,48,357326.4855072464
932,P02760,54,393633.0
933,P02760,60,350107.0
934,P02760,72,325465.85714285716
935,P02760,84,348082.0
936,P02760,96,330942.5
937,P02760,108,392835.5
938,P02763,0,4900545.0360824745
939,P02763,3,5071153.333333333
940,P02763,6,4599126.080645162
941,P02763,12,4830280.772222222
942,P02763,18,5598053.75
943,P02763,24,4956949.913294798
944,P02763,30,5998830.0
945,P02763,36,5032882.797297297
946,P02763,48,5242784.173913044
947,P02763,54,6659590.0
948,P02763,60,4941771.238095238
949,P02763,72,5065113.904761905
950,P02763,84,4583073.8
951,P02763,96,5959095.0
952,P02763,108,6418735.0
953,P02765,0,2466163.680412371
954,P02765,3,2544246.6666666665
955,P02765,6,2372719.056451613
956,P02765,12,2463100.277777778
957,P02765,18,2811691.25
958,P02765,24,2410228.023121387
959,P02765,30,3627950.0
960,P02765,36,2411612.744295302
961,P02765,48,2396535.6014492754
962,P02765,54,2869005.0
963,P02765,60,2431329.9166666665
964,P02765,72,2242524.285714286
965,P02765,84,2395060.0
966,P02765,96,2655125.0
967,P02765,108,2725267.5
968,P02766,0,19013611.907216493
969,P02766,3,22197533.333333332
970,P02766,6,18604033.387096774
971,P02766,12,19725590.388888888
972,P02766,18,18872687.5
973,P02766,24,20049505.49132948
974,P02766,30,28644700.0
975,P02766,36,19949576.825503357
976,P02766,48,19659366.52173913
977,P02766,54,42560400.0
978,P02766,60,18415039.166666668
979,P02766,72,23888925.714285713
980,P02766,84,19438107.0
981,P02766,96,25077600.0
982,P02766,108,21858125.0
983,P02768,0,314051278.3505155
984,P02768,3,303214666.6666667
985,P02768,6,313168354.83870965
986,P02768,12,308480172.2222222
987,P02768,18,295117625.0
988,P02768,24,316081884.3930636
989,P02768,30,307572000.0
990,P02768,36,311698002.68456376
991,P02768,48,307653000.0
992,P02768,54,291326000.0
993,P02768,60,302787142.85714287
994,P02768,72,284993190.47619045
995,P02768,84,297204066.6666667
996,P02768,96,316966000.0
997,P02768,108,305245000.0
998,P02774,0,3059301.494845361
999,P02774,3,2497170.0
1000,P02774,6,3023871.3467741935
1001,P02774,12,2977850.5166666666
1002,P02774,18,2780851.25
1003,P02774,24,2987422.6589595377
1004,P02774,30,3483590.0
1005,P02774,36,2985092.3375838925
1006,P02774,48,2983902.1811594204
1007,P02774,54,4062595.0
1008,P02774,60,2941705.035714286
1009,P02774,72,2787103.6666666665
1010,P02774,84,2922408.6666666665
1011,P02774,96,2896445.0
1012,P02774,108,2851210.0
1013,P02787,0,32015112.88659794
1014,P02787,3,33407166.666666668
1015,P02787,6,33092827.580645163
1016,P02787,12,31581156.666666668
1017,P02787,18,34210300.0
1018,P02787,24,32664271.040462427
1019,P02787,30,36350100.0
1020,P02787,36,32181473.187919464
1021,P02787,48,32166464.420289855
1022,P02787,54,29791750.0
1023,P02787,60,32917672.61904762
1024,P02787,72,30365423.80952381
1025,P02787,84,31692953.333333332
1026,P02787,96,28201050.0
1027,P02787,108,32357150.0
1028,P02790,0,4859714.742268041
1029,P02790,3,4106626.6666666665
1030,P02790,6,4873913.225806451
1031,P02790,12,4784665.833333333
1032,P02790,18,4951173.75
1033,P02790,24,4890051.965317919
1034,P02790,30,6971320.0
1035,P02790,36,4980599.525503355
1036,P02790,48,4946823.043478261
1037,P02790,54,4452135.0
1038,P02790,60,4974016.904761905
1039,P02790,72,4726308.095238095
1040,P02790,84,4657554.333333333
1041,P02790,96,4891320.0
1042,P02790,108,4730865.0
1043,P02792,0,16622.08095238095
1044,P02792,3,18067.86666666667
1045,P02792,6,16939.338289473682
1046,P02792,12,16416.53051724138
1047,P02792,18,22312.5
1048,P02792,24,16596.429008264462
1049,P02792,30,17470.8
1050,P02792,36,16648.128585858587
1051,P02792,48,15987.951428571429
1052,P02792,54,17138.2
1053,P02792,60,16996.56
1054,P02792,72,14365.739166666666
1055,P02792,84,17894.449999999997
1056,P02792,96,22240.15
1057,P02792,108,18715.7
1058,P04004,0,1133965.9329896907
1059,P04004,3,1085423.0
1060,P04004,6,1083497.8709677418
1061,P04004,12,1110867.4933333334
1062,P04004,18,1129429.25
1063,P04004,24,1099914.1744186047
1064,P04004,30,1622430.0
1065,P04004,36,1108465.0722972972
1066,P04004,48,1062690.9079710145
1067,P04004,54,1213655.0
1068,P04004,60,1073738.1904761905
1069,P04004,72,1088422.0476190476
1070,P04004,84,1028007.4166666666
1071,P04004,96,1209660.0
1072,P04004,108,1144952.25
1073,P04075,0,21162.482419354837
1074,P04075,3,19628.566666666666
1075,P04075,6,21620.486097560977
1076,P04075,12,20576.850057142856
1077,P04075,18,25082.5875
1078,P04075,24,21941.00303030303
1079,P04075,30,21871.0
1080,P04075,36,21206.15608108108
1081,P04075,48,21601.03419117647
1082,P04075,54,19723.45
1083,P04075,60,21795.20025
1084,P04075,72,19951.3715
1085,P04075,84,21660.781000000003
1086,P04075,96,21963.199999999997
1087,P04075,108,21812.025
1088,P04156,0,377741.08814432984
1089,P04156,3,254359.0
1090,P04156,6,348148.1701612903
1091,P04156,12,342279.4772222222
1092,P04156,18,373417.0
1093,P04156,24,370744.512716763
1094,P04156,30,467504.0
1095,P04156,36,357421.3466216216
1096,P04156,48,365694.73623188405
1097,P04156,54,649536.5
1098,P04156,60,364192.74523809523
1099,P04156,72,276310.71428571426
1100,P04156,84,356728.7233333333
1101,P04156,96,312359.0
1102,P04156,108,458411.5
1103,P04180,0,69143.183814433
1104,P04180,3,70250.46666666667
1105,P04180,6,68616.01935483872
1106,P04180,12,66139.81611111111
1107,P04180,18,74735.75
1108,P04180,24,66830.57919075144
1109,P04180,30,62736.7
1110,P04180,36,66279.25945945946
1111,P04180,48,65914.60434782608
1112,P04180,54,56757.8
1113,P04180,60,67998.14285714286
1114,P04180,72,58808.54761904762
1115,P04180,84,63922.420000000006
1116,P04180,96,63936.350000000006
1117,P04180,108,64959.525
1118,P04196,0,200102.13969072167
1119,P04196,3,164216.66666666666
1120,P04196,6,203080.2451612903
1121,P04196,12,201035.94444444444
1122,P04196,18,236897.25
1123,P04196,24,204595.02369942196
1124,P04196,30,336942.0
1125,P04196,36,205239.59324324326
1126,P04196,48,204374.44782608695
1127,P04196,54,176179.0
1128,P04196,60,204131.6380952381
1129,P04196,72,190151.26666666666
1130,P04196,84,208026.7
1131,P04196,96,175148.0
1132,P04196,108,196109.25
1133,P04207,0,82231.77967914438
1134,P04207,3,63283.299999999996
1135,P04207,6,79158.60416666667
1136,P04207,12,78326.73693181817
1137,P04207,18,74761.45
1138,P04207,24,79015.93567251462
1139,P04207,30,114657.0
1140,P04207,36,81003.42413793104
1141,P04207,48,77821.1552238806
1142,P04207,54,87972.25
1143,P04207,60,77212.3756097561
1144,P04207,72,70205.47619047618
1145,P04207,84,75156.40714285713
1146,P04207,96,76420.45000000001
1147,P04207,108,86119.95
1148,P04211,0,28540.647307692307
1149,P04211,3,28946.45
1150,P04211,6,28118.488620689655
1151,P04211,12,27976.226325301206
1152,P04211,18,28926.042857142857
1153,P04211,24,26306.310981595096
1154,P04211,30,28954.7
1155,P04211,36,28480.512030075188
1156,P04211,48,26712.382015503874
1157,P04211,54,24458.25
1158,P04211,60,27675.645657894736
1159,P04211,72,26835.752380952385
1160,P04211,84,25898.695666666667
1161,P04211,96,28806.6
1162,P04211,108,23815.55
1163,P04216,0,143256.03789473683
1164,P04216,3,108476.76666666666
1165,P04216,6,144611.4862903226
1166,P04216,12,135612.15977011496
1167,P04216,18,147068.25714285715
1168,P04216,24,143874.9947368421
1169,P04216,30,73110.5
1170,P04216,36,144539.5639455782
1171,P04216,48,140667.9814814815
1172,P04216,54,142803.9
1173,P04216,60,138195.98452380951
1174,P04216,72,129470.90476190476
1175,P04216,84,136987.00333333333
1176,P04216,96,133120.05
1177,P04216,108,121133.425
1178,P04217,0,1447115.2835051545
1179,P04217,3,1323691.6666666667
1180,P04217,6,1408358.0
1181,P04217,12,1406601.822222222
1182,P04217,18,1489862.5
1183,P04217,24,1412368.7514450867
1184,P04217,30,1779220.0
1185,P04217,36,1425958.5810810812
1186,P04217,48,1443884.3260869565
1187,P04217,54,1461250.0
1188,P04217,60,1460077.5595238095
1189,P04217,72,1310599.0476190476
1190,P04217,84,1327428.6333333333
1191,P04217,96,1452090.0
1192,P04217,108,1472292.5
1193,P04275,0,443523.5652173913
1194,P04275,3,353662.0
1195,P04275,6,442419.5431034483
1196,P04275,12,443638.2705882353
1197,P04275,18,433818.71428571426
1198,P04275,24,440394.94736842107
1199,P04275,30,360163.0
1200,P04275,36,461512.4236111111
1201,P04275,48,445938.045112782
1202,P04275,54,544101.0
1203,P04275,60,414469.5925925926
1204,P04275,72,441806.3
1205,P04275,84,403466.1
1206,P04275,96,459669.0
1207,P04275,108,421410.25
1208,P04406,0,14515.136532258064
1209,P04406,3,13560.7
1210,P04406,6,14931.748735632184
1211,P04406,12,14735.000789473685
1212,P04406,18,13465.12
1213,P04406,24,15147.640000000001
1214,P04406,30,20849.3
1215,P04406,36,14622.85175257732
1216,P04406,48,15452.272234042553
1217,P04406,54,15618.300000000001
1218,P04406,60,15504.583090909093
1219,P04406,72,13744.602727272728
1220,P04406,84,13940.952
1221,P04406,96,13005.5
1222,P04406,108,17223.066666666666
1223,P04433,0,583465.0412371134
1224,P04433,3,481087.3333333333
1225,P04433,6,572145.2419354839
1226,P04433,12,563380.9888888889
1227,P04433,18,506582.5
1228,P04433,24,574444.5722543353
1229,P04433,30,898110.0
1230,P04433,36,571959.25
1231,P04433,48,566378.5797101449
1232,P04433,54,725652.0
1233,P04433,60,551441.0
1234,P04433,72,562345.1428571428
1235,P04433,84,615960.3666666667
1236,P04433,96,667581.5
1237,P04433,108,565792.25
1238,P05060,0,256932.44278350516
1239,P05060,3,265083.0
1240,P05060,6,254579.37903225806
1241,P05060,12,243326.68699999998
1242,P05060,18,237343.2875
1243,P05060,24,252937.88092485548
1244,P05060,30,276771.0
1245,P05060,36,247154.72905405404
1246,P05060,48,242996.76231884057
1247,P05060,54,302228.0
1248,P05060,60,239956.7
1249,P05060,72,199368.96666666665
1250,P05060,84,233382.5466666667
1251,P05060,96,210480.0
1252,P05060,108,207098.0
1253,P05067,0,891104.7783505154
1254,P05067,3,830193.3333333334
1255,P05067,6,855540.3870967742
1256,P05067,12,850423.6111111111
1257,P05067,18,878766.125
1258,P05067,24,879392.838150289
1259,P05067,30,740685.0
1260,P05067,36,844545.9662162162
1261,P05067,48,869253.195652174
1262,P05067,54,844175.0
1263,P05067,60,843027.119047619
1264,P05067,72,883337.7619047619
1265,P05067,84,846004.7
1266,P05067,96,869846.5
1267,P05067,108,914464.0
1268,P05090,0,5504803.144329897
1269,P05090,3,6011223.333333333
1270,P05090,6,5410332.177419355
1271,P05090,12,5497437.666666667
1272,P05090,18,5967731.25
1273,P05090,24,5610061.6994219655
1274,P05090,30,4793170.0
1275,P05090,36,5790590.785234899
1276,P05090,48,5599966.231884058
1277,P05090,54,7422040.0
1278,P05090,60,5386548.333333333
1279,P05090,72,4974156.714285715
1280,P05090,84,5078024.0
1281,P05090,96,5714650.0
1282,P05090,108,6208305.0
1283,P05155,0,850339.005670103
1284,P05155,3,831756.3333333334
1285,P05155,6,923530.2661290322
1286,P05155,12,859184.8666666667
1287,P05155,18,1032276.875
1288,P05155,24,891865.4046242775
1289,P05155,30,561431.0
1290,P05155,36,913247.4662162162
1291,P05155,48,890130.1014492754
1292,P05155,54,1041537.5
1293,P05155,60,894400.2857142857
1294,P05155,72,825173.4952380952
1295,P05155,84,840384.0666666667
1296,P05155,96,881389.0
1297,P05155,108,854173.5
1298,P05156,0,83357.46134020618
1299,P05156,3,84658.63333333335
1300,P05156,6,83183.72177419355
1301,P05156,12,80822.28722222222
1302,P05156,18,74151.5375
1303,P05156,24,82765.97572254336
1304,P05156,30,93331.9
1305,P05156,36,84337.07837837837
1306,P05156,48,84684.46159420289
1307,P05156,54,103787.05
1308,P05156,60,81480.22023809524
1309,P05156,72,83478.88095238095
1310,P05156,84,82881.12000000001
1311,P05156,96,89797.6
1312,P05156,108,94532.8
1313,P05408,0,5762.028217054263
1314,P05408,3,6202.12
1315,P05408,6,5867.580459770115
1316,P05408,12,5731.943177570094
1317,P05408,18,5537.905000000001
1318,P05408,24,5877.180594059406
1319,P05408,30,3698.7
1320,P05408,36,5196.460869565218
1321,P05408,48,5865.72540229885
1322,P05408,54,6278.11
1323,P05408,60,5693.497333333334
1324,P05408,72,5396.13875
1325,P05408,84,5165.931666666666
1326,P05408,96,5317.93
1327,P05408,108,6071.01
1328,P05452,0,324155.5634020618
1329,P05452,3,271688.3333333333
1330,P05452,6,315882.6935483871
1331,P05452,12,309878.31111111114
1332,P05452,18,318943.75
1333,P05452,24,317833.64739884395
1334,P05452,30,283218.0
1335,P05452,36,320970.4797297297
1336,P05452,48,314363.03623188403
1337,P05452,54,394892.0
1338,P05452,60,313054.4607142857
1339,P05452,72,291844.85714285716
1340,P05452,84,298380.3333333333
1341,P05452,96,314776.0
1342,P05452,108,368735.25
1343,P05546,0,89089.44893617021
1344,P05546,3,63687.05
1345,P05546,6,87558.88151260505
1346,P05546,12,87958.85813953489
1347,P05546,18,88986.125
1348,P05546,24,86822.9191017964
1349,P05546,30,104274.0
1350,P05546,36,88326.75547945205
1351,P05546,48,85051.07518796992
1352,P05546,54,56554.9
1353,P05546,60,86562.44390243903
1354,P05546,72,81098.53476190477
1355,P05546,84,86591.69642857143
1356,P05546,96,63567.5
1357,P05546,108,87546.3
1358,P06310,0,13710.858
1359,P06310,3,17295.4
1360,P06310,6,13903.028902439026
1361,P06310,12,13431.792824074075
1362,P06310,18,14374.529999999999
1363,P06310,24,13666.448672566372
1364,P06310,30,18729.1
1365,P06310,36,14471.55303030303
1366,P06310,48,13315.404268292681
1367,P06310,54,9153.460000000001
1368,P06310,60,14098.8872
1369,P06310,72,11973.546923076921
1370,P06310,84,12254.691111111111
1371,P06310,96,11535.05
1372,P06310,108,15607.833333333334
1373,P06396,0,2022323.087628866
1374,P06396,3,1891546.6666666667
1375,P06396,6,2035627.8467741935
1376,P06396,12,2000154.1
1377,P06396,18,2300200.0
1378,P06396,24,2081535.2832369942
1379,P06396,30,2062950.0
1380,P06396,36,2068529.8832214766
1381,P06396,48,2025479.4992753621
1382,P06396,54,1605845.0
1383,P06396,60,2020971.0595238095
1384,P06396,72,1940301.0952380951
1385,P06396,84,1925336.4333333333
1386,P06396,96,2022750.0
1387,P06396,108,2007292.5
1388,P06454,0,22898.04842105263
1389,P06454,3,19524.0
1390,P06454,6,23442.73119266055
1391,P06454,12,23508.74993589744
1392,P06454,18,22074.86
1393,P06454,24,23660.957516778522
1394,P06454,30,22730.0
1395,P06454,36,23171.961503759398
1396,P06454,48,23032.319130434786
1397,P06454,54,26255.4
1398,P06454,60,22465.380657894737
1399,P06454,72,20926.242105263158
1400,P06454,84,23984.62
1401,P06454,96,23706.4
1402,P06454,108,22909.966666666664
1403,P06681,0,72293.91894736842
1404,P06681,3,78624.7
1405,P06681,6,77136.1943548387
1406,P06681,12,74444.40285714286
1407,P06681,18,79414.9625
1408,P06681,24,74064.32958579881
1409,P06681,30,91033.1
1410,P06681,36,78372.5013986014
1411,P06681,48,75890.1588235294
1412,P06681,54,91038.45
1413,P06681,60,75408.71785714285
1414,P06681,72,70745.3142857143
1415,P06681,84,78727.58666666667
1416,P06681,96,46552.0
1417,P06681,108,89126.65
1418,P06727,0,523286.3534196891
1419,P06727,3,723067.3333333334
1420,P06727,6,532918.1741935484
1421,P06727,12,537220.7394444444
1422,P06727,18,670968.375
1423,P06727,24,542752.898255814
1424,P06727,30,526590.0
1425,P06727,36,530401.3763513514
1426,P06727,48,553546.15
1427,P06727,54,769247.0
1428,P06727,60,562199.094047619
1429,P06727,72,550964.95
1430,P06727,84,525164.2533333333
1431,P06727,96,560815.5
1432,P06727,108,542183.25
1433,P07195,0,7396.057921348315
1434,P07195,3,8290.926666666666
1435,P07195,6,6969.745546218487
1436,P07195,12,6974.8207647058825
1437,P07195,18,7176.18125
1438,P07195,24,7566.382094339623
1439,P07195,30,5929.83
1440,P07195,36,7248.762214285714
1441,P07195,48,7414.905648854962
1442,P07195,54,6826.05
1443,P07195,60,7202.2265
1444,P07195,72,6794.397500000001
1445,P07195,84,7422.054827586207
1446,P07195,96,8035.174999999999
1447,P07195,108,6656.7275
1448,P07225,0,119445.16082474227
1449,P07225,3,128145.66666666667
1450,P07225,6,121461.17016129031
1451,P07225,12,118768.98555555554
1452,P07225,18,127583.55
1453,P07225,24,119391.5825433526
1454,P07225,30,117074.0
1455,P07225,36,121283.56756756757
1456,P07225,48,118566.8347826087
1457,P07225,54,126435.3
1458,P07225,60,120548.07500000001
1459,P07225,72,113944.67142857143
1460,P07225,84,114629.83666666667
1461,P07225,96,115245.5
1462,P07225,108,116523.0
1463,P07333,0,37276.11304347826
1464,P07333,3,43895.43333333333
1465,P07333,6,35291.0359223301
1466,P07333,12,34573.72376712329
1467,P07333,18,36288.159999999996
1468,P07333,24,36353.08234482759
1469,P07333,30,23395.6
1470,P07333,36,35708.02912
1471,P07333,48,38018.89473684211
1472,P07333,54,47892.450000000004
1473,P07333,60,38296.35014285715
1474,P07333,72,36153.96
1475,P07333,84,35382.260869565216
1476,P07333,96,29834.0
1477,P07333,108,39207.36666666667
1478,P07339,0,290390.6278350515
1479,P07339,3,229950.33333333334
1480,P07339,6,298559.48145161296
1481,P07339,12,293585.81
1482,P07339,18,270635.375
1483,P07339,24,300049.9456647399
1484,P07339,30,253295.0
1485,P07339,36,305567.4074324324
1486,P07339,48,290379.9652173913
1487,P07339,54,285368.5
1488,P07339,60,300096.5595238095
1489,P07339,72,286582.0333333333
1490,P07339,84,258602.86666666667
1491,P07339,96,348970.0
1492,P07339,108,319969.75
1493,P07602,0,1148793.8195876288
1494,P07602,3,973331.0
1495,P07602,6,1125991.4193548388
1496,P07602,12,1071606.1888888888
1497,P07602,18,1159652.25
1498,P07602,24,1133370.289017341
1499,P07602,30,1193960.0
1500,P07602,36,1143890.6617449664
1501,P07602,48,1140411.0289855073
1502,P07602,54,1561611.5
1503,P07602,60,1071434.869047619
1504,P07602,72,926028.2380952381
1505,P07602,84,1020356.1333333333
1506,P07602,96,1164146.0
1507,P07602,108,1212787.0
1508,P07711,0,36752.051092896174
1509,P07711,3,37001.200000000004
1510,P07711,6,34491.71163793103
1511,P07711,12,35865.689999999995
1512,P07711,18,31509.385714285716
1513,P07711,24,35271.175151515155
1514,P07711,30,42866.7
1515,P07711,36,37026.34201438849
1516,P07711,48,36805.58061068702
1517,P07711,54,35857.85
1518,P07711,60,35134.53734177216
1519,P07711,72,35522.57315789474
1520,P07711,84,34630.9637037037
1521,P07711,96,47843.7
1522,P07711,108,45170.75
1523,P07858,0,35523.06589473684
1524,P07858,3,32645.733333333334
1525,P07858,6,33966.4
1526,P07858,12,34379.852655367235
1527,P07858,18,36560.7125
1528,P07858,24,35393.41286549708
1529,P07858,30,55433.1
1530,P07858,36,34854.72176870748
1531,P07858,48,34991.95259259259
1532,P07858,54,35313.8
1533,P07858,60,34834.10226190476
1534,P07858,72,32227.852380952383
1535,P07858,84,35550.53448275862
1536,P07858,96,39595.6
1537,P07858,108,36241.7
1538,P07998,0,784057.8855670104
1539,P07998,3,717397.3333333334
1540,P07998,6,765414.0564516129
1541,P07998,12,729458.6511111112
1542,P07998,18,820963.5
1543,P07998,24,781666.9479768786
1544,P07998,30,654597.0
1545,P07998,36,780578.6459060402
1546,P07998,48,759889.2554744525
1547,P07998,54,1913135.5
1548,P07998,60,734906.9642857143
1549,P07998,72,717259.1904761905
1550,P07998,84,745605.9866666667
1551,P07998,96,738486.5
1552,P07998,108,727462.0
1553,P08123,0,18044.06356060606
1554,P08123,3,23506.55
1555,P08123,6,17784.671463414634
1556,P08123,12,18096.203898305084
1557,P08123,18,19807.1
1558,P08123,24,17969.89373015873
1559,P08123,36,18103.606320754716
1560,P08123,48,17927.641799999998
1561,P08123,54,24301.4
1562,P08123,60,18714.3975862069
1563,P08123,72,16888.432666666668
1564,P08123,84,18200.416818181817
1565,P08123,96,22548.1
1566,P08123,108,19710.925
1567,P08133,0,54293.82026143791
1568,P08133,3,49999.700000000004
1569,P08133,6,53170.40588235294
1570,P08133,12,51851.43381294964
1571,P08133,18,51962.299999999996
1572,P08133,24,52341.62
1573,P08133,30,60125.9
1574,P08133,36,52810.731451612904
1575,P08133,48,52195.20357142857
1576,P08133,54,71945.79999999999
1577,P08133,60,51726.970588235294
1578,P08133,72,52427.98888888889
1579,P08133,84,54424.061538461545
1580,P08133,96,50428.100000000006
1581,P08133,108,65746.45
1582,P08253,0,19658.351986754966
1583,P08253,3,22619.133333333335
1584,P08253,6,19037.040654205608
1585,P08253,12,18463.780583941607
1586,P08253,18,18073.72
1587,P08253,24,18862.17507352941
1588,P08253,30,20029.3
1589,P08253,36,18814.215892857144
1590,P08253,48,19119.957181818183
1591,P08253,54,13931.050000000001
1592,P08253,60,19763.899130434784
1593,P08253,72,19387.985555555555
1594,P08253,84,18547.504782608696
1595,P08253,96,22276.6
1596,P08253,108,21172.5
1597,P08294,0,597560.350515464
1598,P08294,3,415047.0
1599,P08294,6,598037.5475806452
1600,P08294,12,615782.7038888889
1601,P08294,18,455435.625
1602,P08294,24,596378.0277456647
1603,P08294,30,291506.0
1604,P08294,36,612247.9472972973
1605,P08294,48,587655.5876811594
1606,P08294,54,986961.0
1607,P08294,60,583433.1273809525
1608,P08294,72,559069.9142857143
1609,P08294,84,530314.6666666666
1610,P08294,96,675209.5
1611,P08294,108,585889.5
1612,P08493,0,59335.685388601036
1613,P08493,3,53917.23333333334
1614,P08493,6,60121.256033057856
1615,P08493,12,59476.7924858757
1616,P08493,18,66659.65
1617,P08493,24,63576.26608187135
1618,P08493,30,84438.8
1619,P08493,36,61013.70136054421
1620,P08493,48,60998.83115942028
1621,P08493,54,62187.100000000006
1622,P08493,60,61391.54535714285
1623,P08493,72,55495.125238095236
1624,P08493,84,62200.12
1625,P08493,96,75317.6
1626,P08493,108,61068.55
1627,P08571,0,354280.44845360826
1628,P08571,3,344725.3333333333
1629,P08571,6,346880.6048387097
1630,P08571,12,343412.6777777778
1631,P08571,18,354821.0
1632,P08571,24,361516.77919075143
1633,P08571,30,356791.0
1634,P08571,36,363202.0878378378
1635,P08571,48,362189.152173913
1636,P08571,54,479448.0
1637,P08571,60,354952.2261904762
1638,P08571,72,324616.2
1639,P08571,84,349081.63333333336
1640,P08571,96,347786.5
1641,P08571,108,367963.25
1642,P08603,0,1197823.5670103093
1643,P08603,3,1152786.3333333333
1644,P08603,6,1168901.6370967743
1645,P08603,12,1175698.6722222222
1646,P08603,18,1262261.75
1647,P08603,24,1192703.132947977
1648,P08603,30,1407800.0
1649,P08603,36,1213046.7972972973
1650,P08603,48,1199798.1739130435
1651,P08603,54,1233750.0
1652,P08603,60,1150758.857142857
1653,P08603,72,1145037.9523809524
1654,P08603,84,1188159.9333333333
1655,P08603,96,1186195.0
1656,P08603,108,1251245.0
1657,P08637,0,30202.724550898205
1658,P08637,3,38533.93333333333
1659,P08637,6,29161.146728971966
1660,P08637,12,28718.39258278146
1661,P08637,18,30615.566666666666
1662,P08637,24,29413.057500000003
1663,P08637,30,19650.3
1664,P08637,36,28732.673306451612
1665,P08637,48,30236.662037037036
1666,P08637,54,47934.85
1667,P08637,60,29482.482352941177
1668,P08637,72,31823.778947368424
1669,P08637,84,31525.569230769233
1670,P08637,96,27740.9
1671,P08637,108,37215.25
1672,P08697,0,255095.7788659794
1673,P08697,3,194604.66666666666
1674,P08697,6,244841.13709677418
1675,P08697,12,248030.5538888889
1676,P08697,18,234338.25
1677,P08697,24,249075.40289017343
1678,P08697,30,270995.0
1679,P08697,36,246915.88851351352
1680,P08697,48,243681.7449275362
1681,P08697,54,352410.5
1682,P08697,60,252101.42857142858
1683,P08697,72,242801.58095238096
1684,P08697,84,244269.63333333333
1685,P08697,96,241694.0
1686,P08697,108,240790.25
1687,P09104,0,7292.382892857143
1688,P09104,3,6093.18
1689,P09104,6,6983.277752808988
1690,P09104,12,6788.024074074074
1691,P09104,18,7611.55125
1692,P09104,24,7194.796176470589
1693,P09104,30,5259.19
1694,P09104,36,7066.149831932773
1695,P09104,48,6977.899107142856
1696,P09104,54,4299.99
1697,P09104,60,6998.83593220339
1698,P09104,72,6867.994000000001
1699,P09104,84,7247.2789999999995
1700,P09104,96,7377.725
1701,P09104,108,6570.93
1702,P09486,0,131275.18808290156
1703,P09486,3,157179.33333333334
1704,P09486,6,128733.56854838709
1705,P09486,12,129797.4388888889
1706,P09486,18,123179.2
1707,P09486,24,131720.01329479768
1708,P09486,30,139908.0
1709,P09486,36,128650.31486486488
1710,P09486,48,129118.85693430656
1711,P09486,54,188453.1
1712,P09486,60,127737.63809523809
1713,P09486,72,123454.45238095238
1714,P09486,84,126752.79333333332
1715,P09486,96,125170.15
1716,P09486,108,131956.25
1717,P09871,0,267765.49639175256
1718,P09871,3,225296.0
1719,P09871,6,268757.54354838707
1720,P09871,12,257810.70444444442
1721,P09871,18,292025.0
1722,P09871,24,272267.41445086704
1723,P09871,30,332534.0
1724,P09871,36,280638.0047297297
1725,P09871,48,273403.5804347826
1726,P09871,54,251017.0
1727,P09871,60,264331.64285714284
1728,P09871,72,267063.27857142856
1729,P09871,84,277013.3333333333
1730,P09871,96,243725.0
1731,P09871,108,226068.75
1732,P10451,0,349835.1463541666
1733,P10451,3,333836.0
1734,P10451,6,321522.539516129
1735,P10451,12,325984.06666666665
1736,P10451,18,412919.0
1737,P10451,24,346854.0797687861
1738,P10451,30,303459.0
1739,P10451,36,336888.3617449664
1740,P10451,48,344796.6014492754
1741,P10451,54,517717.5
1742,P10451,60,324529.79761904763
1743,P10451,72,350459.09523809527
1744,P10451,84,344904.5
1745,P10451,96,330393.0
1746,P10451,108,309927.25
1747,P10643,0,98483.70778350515
1748,P10643,3,97463.93333333333
1749,P10643,6,100180.06209677419
1750,P10643,12,102136.10893854749
1751,P10643,18,124135.52857142857
1752,P10643,24,104806.93546511627
1753,P10643,30,136540.0
1754,P10643,36,106997.44231292517
1755,P10643,48,104691.375
1756,P10643,54,97629.4
1757,P10643,60,106350.65476190476
1758,P10643,72,101145.78095238094
1759,P10643,84,103595.12999999999
1760,P10643,96,103158.0
1761,P10643,108,109936.875
1762,P10645,0,428480.2675257732
1763,P10645,3,322305.76666666666
1764,P10645,6,409898.8209677419
1765,P10645,12,391640.81444444443
1766,P10645,18,399719.125
1767,P10645,24,422815.8988439306
1768,P10645,30,458699.0
1769,P10645,36,406185.8385135135
1770,P10645,48,414732.818115942
1771,P10645,54,482869.0
1772,P10645,60,415266.8976190476
1773,P10645,72,358715.91904761904
1774,P10645,84,441601.2
1775,P10645,96,518304.0
1776,P10645,108,515458.25
1777,P10909,0,8011490.979381443
1778,P10909,3,9477856.666666666
1779,P10909,6,7710309.354838709
1780,P10909,12,7726331.5
1781,P10909,18,7882247.5
1782,P10909,24,7907984.6820809245
1783,P10909,30,6576270.0
1784,P10909,36,7791670.040268457
1785,P10909,48,7890269.710144928
1786,P10909,54,9688785.0
1787,P10909,60,7693557.738095238
1788,P10909,72,6975547.619047619
1789,P10909,84,7389423.333333333
1790,P10909,96,8732995.0
1791,P10909,108,8523845.0
1792,P11142,0,68236.63178807947
1793,P11142,3,74728.8
1794,P11142,6,68388.07872340427
1795,P11142,12,70033.86938775511
1796,P11142,18,70911.8
1797,P11142,24,68317.73245033112
1798,P11142,30,79586.7
1799,P11142,36,70128.22377049181
1800,P11142,48,66734.596460177
1801,P11142,54,80090.2
